clause,risk,source,policy_type,coverage_amount,applicant_age,prior_claims_count,deductible_amount,state
"unsolicited promotions , mass mailings or `` spamming '' , transmission of `` junk mail '' , `` chain letters '' , political campaigning , advertising , contests , raffles , or solicitations ;",Low,unfair_tos,life,727924,57,0,1000,PA
"code § 1789.3 , you may report complaints to the complaint assistance unit of the division of consumer services of the california department of consumer affairs by contacting them in writing at 400 r street , sacramento , ca 95814 , or by telephone at (800) 952-5210 .",Low,unfair_tos,commercial,3303770,74,0,500,GA
The insurer shall compensate the insured subject to verification of eligibility criteria.,Low,original_synthetic,life,953452,72,0,2500,FL
The insurer may compensate the insured depending on internal review and surrounding circumstances.,High,original_synthetic,auto,138559,57,3,2500,FL
"these terms are an agreement between you and twitter international company , an irish company with its registered office at the academy , 42 pearse street , dublin 2 , ireland .",Low,unfair_tos,home,646379,18,0,5000,OH
b. you agree not to alter or modify any part of the website or any of the service ( including but not limited to the youtube player and its related technologies ) ;,Low,unfair_tos,auto,61094,32,1,1000,PA
( b ) text and mobile messaging express consents,Low,unfair_tos,auto,87946,32,0,1000,NY
"The insurer may generally compensate valid claims unless exclusions apply under the contract. subject to policy limitations, contingent on documentation review.",Medium,hedged_synthetic,life,1909359,64,0,500,PA
"you acknowledge , consent and agree that yahoo may access , preserve and disclose your account information and content if required to do so by law or in a good faith belief that such access preservation or disclosure is reasonably necessary to : ( i ) comply with legal process ; ( ii ) enforce the tos ; ( iii ) respond to claims that any content violates the rights of third parties ; ( iv ) respond to your requests for customer service ; or ( v ) protect the rights , property or personal safety of yahoo , its users and the public .",Low,unfair_tos,auto,91239,44,0,5000,NY
your skype credit balance is displayed exclusive of any such taxes .,Low,unfair_tos,life,544492,44,0,5000,TX
Payment may be provided based on discretionary review of the claim details.,High,original_synthetic,auto,148737,57,4,500,IL
The insurer shall generally compensate valid claims unless exclusions apply under the contract. after internal evaluation.,Low,original_synthetic,home,223724,35,0,500,PA
we can deactivate your account at any time .,Medium,unfair_tos,auto,63573,62,0,2500,TX
"create or operate a pyramid scheme , fraud or other similar practice ;",Low,unfair_tos,life,2000000,21,0,5000,CA
"if you establish a spotify account on behalf of a company , organization , entity , or brand ( a `` brand '' , and such account a `` brand account '' ) , the terms `` you '' and `` your '' , as used throughout the agreements , apply to both you and the brand , as applicable .",Low,unfair_tos,home,148306,38,0,5000,CA
"The insurer may normally reimburse medical expenses that fall within the coverage limits. if conditions are satisfied, provided that internal evaluation supports the claim.",Medium,hedged_synthetic,home,618242,70,0,500,PA
"if you choose to make a purchase through tinder online , you agree to pay tinder all charges at the prices displayed to you for the services you 've selected as well as any sales or similar taxes that may be imposed on your payments , and you authorize tinder to charge your chosen payment provider ( your `` payment method '' ) .",Low,unfair_tos,home,375594,39,0,1000,CA
"if we determine that you are violating the community guidelines or otherwise have breached the terms , we may take actions to address the issue , including , but not limited to , terminating your right to use the services , removing your user-generated content , taking legal action against you ( in which case you agree that we may recover reasonable costs and attorneys ' fees ) or disclosing information to law enforcement authorities .",Medium,unfair_tos,auto,146410,20,0,1000,PA
"blizzard entertainment does not warrant that world of warcraft will be uninterrupted or error-free , or that world of warcraft or the service are free of viruses or other harmful components .",Low,unfair_tos,life,843312,19,0,5000,IL
noe and ncl are together and individually referred to as `` nintendo '' or `` we '' or `` our '' .,Low,unfair_tos,auto,59491,20,0,2500,CA
"The insurer may compensate the insured subject to verification of eligibility criteria, subject to review by the insurer.",Medium,hedged_synthetic,auto,77796,58,3,500,GA
"all right , title , and interest in and to the services ( excluding content provided by users ) are and will remain the exclusive property of twitter and its licensors .",Low,unfair_tos,home,172850,47,1,5000,GA
"10.3 members are prohibited from manipulating the ratings and reviews system in any manner , such as instructing a third party write a positive or negative review about another member .",Low,unfair_tos,commercial,706060,39,0,5000,NY
"7.3 skype and/or its licensors retain exclusive ownership of the software , products and skype websites and all intellectual property therein ( whether or not registered and anywhere in the world ) .",Low,unfair_tos,home,237779,35,0,5000,IL
you understand and agree that through your use of the service you consent to the collection and use of your information in accordance with our privacy policy .,Low,unfair_tos,auto,132898,38,1,500,CA
8.2 the above licenses granted by you in content terminate when you remove or delete your content from the website .,Low,unfair_tos,home,180285,61,0,1000,OH
"if you agree to pay the host , or airbnb determines in its sole discretion that you are responsible for the damage claim , airbnb payments will collect any such sums from you and/or against the security deposit ( if applicable ) required to cover the damage claim pursuant to the payments terms .",Low,unfair_tos,home,546288,43,0,5000,NY
